Grup taxonòmic,Nom científic,Autors,Sinònims,Protecció europea,Protecció estatal,Protecció catalana,Àmbit territorial de protecció catalana,Protecció estricta-PEIN,Protecció de l’explotació,Protecció de fanerògames marines,Protecció pel Conveni de Berna,Protecció pel Conveni Barcelona
Líquens,Nephroma parile,Nephroma parile (Ach.) Ach.,Basiònim: Lichen parilis Ach.,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Nephroma tangeriense,Nephroma tangeriense (Maheu & A.Gillet) Gattefossé & Werner,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Nephromopsis cucullata,"Nephromopsis cucullata (Bellardi) Divakar, A. Crespo & Lumbsch",Basiònim: Lichen cucullatus Bellardi. Sinònims: Allocetraria cucullata (Bellardi) Randlane & Saag; Cetraria cucullata (Bellardi) Ach.; Lobaria cucullata (Bellardi) Hoffm.; Parmelia cucullata (Bellardi) Spreng.; Physcia cucullata (Bellardi) DC.; Platysma cucullatum (Bellardi) Hoffm; Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Nigella nigellastrum,Nigella nigellastrum  (L.) Willk.,[Garidella nigellastrum  L.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Nonea vesicaria,Nonea vesicaria  (L.) Rchb.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Oedipodiella australis,Oedipodiella australis (Wager & Dixon) Dixon,[Oedipodiella australis var. catalaunica P. de la Varde)],No inclosa,No inclosa,Vulnerable,Tot Catalunya,Cap de Creus i Massís de l'Albera,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Oncophorus wahlenbergii,Oncophorus wahlenbergii Brid.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Ononis ornithopodioides,Ononis ornithopodioides  L.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Ononis tridentata subsp. tridentata,Ononis tridentata  L. subsp. tridentata,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Vall del riu Llobregós| serra Llarga,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Ophioglossum azoricum,Ophioglossum azoricum  C. Presl,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Ophioglossum lusitanicum,Ophioglossum lusitanicum L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Massís de Cadiretes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Ophrys catalaunica,Ophrys catalaunica  O. Danesch & E. Danesch,[O. bertolonii  Moretti subsp. catalaunica  (O. & E. Danesch) O. Bolòs & Vigo],No inclosa,No inclosa,No inclosa,No aplica,Alta Garrotxa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Ophrys funerea,Ophrys funerea  Viv.,[O. sulcata  Devillers-Tersch. & Devillers; O. fusca  Link subsp. minima  Balayer],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Orchis spitzelii subsp. cazorlensis,Orchis spitzelii  subsp. cazorlensis  (Lacaita) D. Rivera & López Vélez,[O. cazorlensis Lacaita],No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Orchis spitzelii subsp. spitzelii,Orchis spitzelii  W.D.J. Koch subsp. spitzelii,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Orobanche foetida,Orobanche foetida  Poir.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Orthilia secunda,Orthilia secunda  (L.) House,[Pyrola secunda  L.],No inclosa,No inclosa,No inclosa,No aplica,Ports de Tortosa,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Orthotrichum rogeri,Orthotrichum rogeri Brid.,No aplica,"Annex II, requereix zones especials de conservació",Protecció especial,No inclosa,No aplica,No inclosa,No inclosa,No inclosa,Inclosa,No inclosa
Pteridòfits,Osmunda regalis,Osmunda regalis  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Massís de Cadiretes| massís de l'Albera| massís de les Salines| massís del Montseny,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Oxytropis amethystea,Oxytropis amethystea  Arv-.Touv.,"[O. neglecta  Ten. subsp. occidentalis  (Asch. & Graebn.) O. Bolòs, Vigo, Masalles & Ninot]",No inclosa,No inclosa,No inclosa,No aplica,Serres de Cadí-Moixeró,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Oxytropis lapponica,Oxytropis lapponica  (Wahlenb.) Gay,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,Aigüestortes,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Pallavicinia lyellii,Pallavicinia lyellii (Hook.) Gray,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Pancratium maritimum,Pancratium maritimum  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Aiguamolls de l'Alt Empordà,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Papaver alpinum,Papaver alpinum  L.,"[P. aurantiacum  Loisel., P. rhaeticum  Leresche; P. lapeyrousianum Greuter & Burdet; P. alpinum subsp. suaveolens P. Fourn.) O. Bolòs & Vigo ]",No inclosa,No inclosa,No inclosa,No aplica,Capçaleres del Ter i del Freser,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Paragymnopteris marantae,Paragymnopteris marantae  (L.) K.H. Shing,[Notholaena marantae  (L.) Desv.],No inclosa,No inclosa,No inclosa,No aplica,Cap de Creus,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Parmotrema crinitum,Parmotrema crinitum (Ach.) M. Choisy,"Basiònim: Parmelia crinita Ach. Sinònims: Imbricaria crinita (Ach.) Arnold; Imbricaria proboscidea (Taylor) Jatta; Lichen perforatus sensu Smith.; Parmelia crinita Ach.; Parmelia perforata sensu auct. brit. p.p.; Parmelia perlata var. ciliata sensu Crombie; Parmelia proboscidea Taylor, in Mackey.",No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Parmotrema hypoleucinum,Parmotrema hypoleucinum (J. Steiner) Hale,Basiònim: Parmelia hypoleucina J. Steiner,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Pedicularis comosa subsp. asparagoides,Pedicularis comosa  subsp. asparagoides  (Lapeyr.) P. Fourn.,[P. asparagoides  Lapeyr.],No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Pedicularis rosea subsp. allionii,Pedicularis rosea  Wulfen subsp. allionii  (Rchb. fil.) Arcang.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Marimanha,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Pedicularis tuberosa,Pedicularis tuberosa  L.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Pteridòfits,Pellaea calomelanos,Pellaea calomelanos  (Swartz) Link,No aplica,No inclosa,En perill d'extinció,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Peltigera aphthosa,Peltigera aphthosa (L.) Willd,Basiònim: Lichen aphthosus L. Sinònims: Lichen aphthosus L.; Peltidea aphthosa (L.) Ach.; Chloropeltigera aphthosa (L.) Gyeln.; Chloropeltis aphthosa (L.) Clem.; Peltidea aphthosa (L.) Ach.,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Persicaria minor,Persicaria minor  (Huds.) Opiz,[Polygonum minus  Huds.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Petrocoptis montsicciana,Petrocoptis montsicciana  O. Bolòs & Rivas Mart.,[P. pardoi  subsp. montsicciana  (O. Bolòs & Rivas Mart.) P. Monts.],"Annex II, requereix zones especials de conservació",Protecció especial,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,Inclosa,No inclosa
Fongs,Phaeolepiota aurea,Phaeolepiota aurea (Matt.) Maire,[Agaricus aureus Matt.; A. vahlii Schumach.; Cystoderma aureum (Matt.) Kühner & Romagn.; Fulvidula spectabilis (Fr.) Romagn.; Lepiota pyrenaea Quél.; Pholiota aurea (Matt.) Sacc.; P. vahlii Weinm.; Rozites spectabilis (Fr.) Singer; Togaria aurea (Matt.) W.G. Sm.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Phleum arenarium,Phleum arenarium L.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Phyla nodiflora,Phyla nodiflora  (L.) Greene,[Lippia nodiflora  (L.) Michx.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Algues marines bentòniques,Phyllariopsis brevipes,Phyllariopsis brevipes (C.Agardh) E.C.Henry & G.R.South,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Phyllodoce caerulea,Phyllodoce caerulea  (L.) Bab.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Algues marines bentòniques,Phymatolithon calcareum,Phymatolithon calcareum (Pallas) W.H.Adey & D.L.McKibbin ex Woelkering & L.M.Irvine,[Lithothamnion calcareum (Pallas) Areschoug; Lithophyllum calcareum (Pallas) Foslie; Lithothamnion polymorphum Areschoug; Lithothamnion squarrulosum Foslie],"Annex V, gestió de l'aprofitament",No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Phyteuma globulariifolium subsp. pedemontanum,"Phyteuma globulariifolium  Sternb. & Hoppe subsp. pedemontanum  (Rich. Schulz) Greuter, Burdet & G. Long",No aplica,No inclosa,No inclosa,No inclosa,No aplica,Capçaleres del Ter i del Freser,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Picris hispanica,Picris hispanica  (Willd.) P.D. Sell,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Erms d'Aitona,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Pimpinella peregrina,Pimpinella peregrina  L.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Pimpinella tragium,Pimpinella tragium  Vill.,[P. tragium  subsp. litophila  (Schischk.) Tutin],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Pinguicula dertosensis,Pinguicula dertosensis  (Cañig.) Mateo & M.B. Crespo,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Plantago cornutii,Plantago cornutii  Gouan,No aplica,No inclosa,En perill d'extinció,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Plantago loeflingii,Plantago loeflingii  L.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Platanthera algeriensis,Platanthera algeriensis  Batt. & Trab.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Polygaloides vayredae,Polygaloides vayredae  (Costa) O. Schwarz,[Polygala vayredae  Costa],No inclosa,Vulnerable,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Polygonum robertii,Polygonum robertii  Loisel.,[P. aviculare  subsp. robertii  (Loisel.) O. Bolòs & Vigo],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Polygonum romanum subsp. gallicum,Polygonum romanum  Jacq. subsp. gallicum  (Raffaelli) Raffaelli & L. Villar,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Polytrichum longisetum,Polytrichum longisetum Sw. ex Brid.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Posidonia oceanica,Posidonia oceanica  (L.) Delile,No aplica,No inclosa,Protecció especial,No inclosa,No aplica,Cap de Creus,No inclosa,Inclosa,Inclosa,Inclosa
Espermatòfits,Potamogeton gramineus,Potamogeton gramineus  L.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Potamogeton lucens,Potamogeton lucens  L.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Potamogeton perfoliatus,Potamogeton perfoliatus  L.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Potamogeton polygonifolius,Potamogeton polygonifolius  Pourr.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,Cadiretes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Potamogeton praelongus,Potamogeton praelongus  Wulfen,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Potamogeton schweinfurthii,Potamogeton schweinfurthii  A. Benn.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Potentilla brauniana,Potentilla brauniana  Hoppe,[P. brauneana  Hoppe],No inclosa,No inclosa,No inclosa,No aplica,Marimanha,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Potentilla hispanica,Potentilla hispanica  Zimmeter,[P. pensylvanica L.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Potentilla nivalis subsp. nivalis,Potentilla nivalis  Lapeyr. subsp. nivalis,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Serres de Cadí-Moixeró,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Prangos trifida,Prangos trifida  (Mill.) Herrnst. & Heyn,[Cachrys trifida  Mill.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Primula latifolia subsp. latifolia,Primula latifolia  Lapeyr. subsp. latifolia,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Capçaleres de la Noguera de Vallferrera i la Noguera de Cardós| massís de les Salines,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Primula subpyrenaica,"Primula subpyrenaica  Aymerich, L.Sáez & López-Alvarado",No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Prospero obtusifolium,Prospero obtusifolium  (Poir.) Speta,[Scilla obtusifolia  Poir.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Prunus lusitanica subsp. lusitanica,Prunus lusitanica  L. subsp. lusitanica,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,Guilleries,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Prunus prostrata,Prunus prostrata  Labill.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Fongs,Pseudoboletus parasiticus,Pseudoboletus parasiticus (Bull.) Šutara,[Boletus parasiticus Bull.; Ceriomyces parasiticus (Bull.) Murrill; Versipellis parasitica (Bull.) Quél.; Xerocomus parasiticus (Bull.) Quél.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Ptilidium pulcherrimum,Ptilidium pulcherrimum (Weber) Vain.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Briòfits,Ptilium crista-castrensis,Ptilium crista-castrensis (Hedw.) De Not.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Capçaleres del Ter i del Freser,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Pulsatilla alpina subsp. font-queri,Pulsatilla alpina  subsp. font-queri  M. Laínz & P. Monts.,[Anemone alpina  subsp. font-queri  (M. Laínz & P. Monts.) O. Bolòs & Vigo],No inclosa,No inclosa,No inclosa,No aplica,Serra de Boumort,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Pyrola chlorantha,Pyrola chlorantha  Sw.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Ports de Tortosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Ramalina lusitanica,Ramalina lusitanica H. Magn.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Ramalina pusilla,Ramalina pusilla Duby,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Ramalina thrausta,Ramalina thrausta (Ach.) Nyl.,Basiònim: Alectoria thrausta Ach. Sinònims: Bryopogon thraustum (Ach.) M. Choisy; Ramalina crinalis f. thrausta (Ach.) Gyeln.; Ramalina crinalis var. thrausta (Ach.) Motyka.,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Ranunculus nodiflorus,Ranunculus nodiflorus  L.,No aplica,No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Ranunculus trichophyllus,Ranunculus trichophyllus  Chaix,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Aigüestortes,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Reseda hookeri,Reseda hookeri  Guss.,[R. alba  L. subsp. hookeri  (Guss.) Arcang.],No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Reseda jacquinii,Reseda jacquinii  Rchb.,[R. phyteuma  subsp. jacquinii  (Rchb.) Bolòs & Vigo; R. jacquinii  subsp. litigiosa  (Sennen & Pau) Abdallah & de Wit],No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Reseda stricta subsp. stricta,Reseda stricta  Pers. subsp. stricta,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Serra Llarga,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Rhododendron ferrugineum,Rhododendron ferrugineum  L.,No aplica,No inclosa,No inclosa,No inclosa,No aplica,Massís de les Salines,No inclosa,No inclosa,No inclosa,No inclosa
Líquens,Roccella phycopsis,Roccella phycopsis Ach.,Sinònims: Lichen fucoides Neck.; Lichen phycopsis (Ach.) Ach.; Nemaria fucoides (Neck.) Navàs {?}; Roccella fucoides (Neck.) Vain.,No inclosa,Vulnerable,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Rochelia disperma subsp. disperma,Rochelia disperma  (L. fil.) K. Koch subsp. disperma,"[R. disperma  subsp. retorta  sensu I.K. Ferguson, non (Pall.) Lipsky]",No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Rumex hydrolapathum,Rumex hydrolapathum  Huds.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Ruscus aculeatus,Ruscus aculeatus L.,No aplica,"Annex V, gestió de l'aprofitament",No inclosa,No inclosa,No aplica,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Salicornia alpini subsp. alpini,Salicornia alpini  Lag. subsp. alpini,[Sarcocornia  perennis subsp. alpini  (Lag.) Castrov.],No inclosa,No inclosa,En perill d'extinció,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Salicornia procumbens subsp. procumbens,Salicornia procumbens  Sm. subsp. procumbens,[S. emericii  Duval-Jouve; S. dolichostachya  Moss; S. herbacea  auct.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Salix daphnoides,Salix daphnoides  Vill.,No aplica,No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
Espermatòfits,Salix foetida,Salix foetida  DC.,[S. arbuscula  L. subsp. foetida  (DC.) Braun-Blanq.],No inclosa,No inclosa,Vulnerable,Tot Catalunya,No inclosa,No inclosa,No inclosa,No inclosa,No inclosa
